22345749 LUIS_49                   ROCHA_49                        5,251.00
22345750 LUIS_50                   ROCHA_50                        5,251.00
22345751 LUIS_51                   ROCHA_51                        5,251.00
22345752 LUIS_52                   ROCHA_52                        5,251.00
22345753 LUIS_53                   ROCHA_53                        5,251.00
22345754 LUIS_54                   ROCHA_54                        5,251.00
22345755 LUIS_55                   ROCHA_55                        3,451.00
22345756 LUIS_56                   ROCHA_56                        5,251.00
22345757 LUIS_57                   ROCHA_57                        5,251.00
22345758 LUIS_58                   ROCHA_58                        5,251.00
22345759 LUIS_59                   ROCHA_59                        5,251.00
22345760 LUIS_60                   ROCHA_60                        5,251.00
22345761 LUIS_61                   ROCHA_61                        5,251.00
22345762 LUIS_62                   ROCHA_62                        5,251.00
22345763 LUIS_63                   ROCHA_63                        5,251.00
22345764 LUIS_64                   ROCHA_64                        5,251.00
22345765 LUIS_65                   ROCHA_65                        3,451.00
22345766 LUIS_66                   ROCHA_66                        5,251.00
22345767 LUIS_67                   ROCHA_67                        5,251.00
22345768 LUIS_68                   ROCHA_68                        5,251.00
22345769 LUIS_69                   ROCHA_69                        5,251.00
22345770 LUIS_70                   ROCHA_70                        5,251.00
22345771 LUIS_71                   ROCHA_71                        5,251.00
22345772 LUIS_72                   ROCHA_72                        5,251.00
22345773 LUIS_73                   ROCHA_73                        5,251.00
22345774 LUIS_74                   ROCHA_74                        5,251.00
22345775 LUIS_75                   ROCHA_75                        3,451.00
22345776 LUIS_76                   ROCHA_76                        5,096.98
22345777 LUIS_77                   ROCHA_77                        5,251.00
22345778 LUIS_78                   ROCHA_78                        5,251.00
22345779 LUIS_79                   ROCHA_79                        5,251.00
22345780 LUIS_80                   ROCHA_80                        5,251.00
22345781 LUIS_81                   ROCHA_81                        5,251.00
22345782 LUIS_82                   ROCHA_82                        5,251.00
22345783 LUIS_83                   ROCHA_83                        5,251.00
22345784 LUIS_84                   ROCHA_84                        5,251.00
22345785 LUIS_85                   ROCHA_85                        3,451.00
22345786 LUIS_86                   ROCHA_86                        5,173.99
22345787 LUIS_87                   ROCHA_87                        5,251.00
22345788 LUIS_88                   ROCHA_88                        5,251.00
22345789 LUIS_89                   ROCHA_89                        5,251.00
22345790 LUIS_90                   ROCHA_90                        5,251.00
22345791 LUIS_91                   ROCHA_91                        5,251.00
22345792 LUIS_92                   ROCHA_92                        5,251.00
22345793 LUIS_93                   ROCHA_93                        5,251.00
22345794 LUIS_94                   ROCHA_94                        5,251.00
22345795 LUIS_95                   ROCHA_95                        3,451.00
22345796 LUIS_96                   ROCHA_96                        5,077.01
22345797 LUIS_97                   ROCHA_97                        5,000.00
22345798 LUIS_98                   ROCHA_98                        5,000.00
22345799 LUIS_99                   ROCHA_99                        5,000.00
22345800 LUIS_100                  ROCHA_100                       5,000.00
22346001 LORENZO_1                 PINTO_1                         6,000.00
22346002 LORENZO_2                 PINTO_2                         6,000.00
22346003 LORENZO_3                 PINTO_3                         6,000.00
22346004 LORENZO_4                 PINTO_4                         6,000.00
22346005 LORENZO_5                 PINTO_5                         4,200.00
22346006 LORENZO_6                 PINTO_6                         6,000.00
22346007 LORENZO_7                 PINTO_7                         6,000.00
22346008 LORENZO_8                 PINTO_8                         6,000.00
22346009 LORENZO_9                 PINTO_9                         6,000.00
22346010 LORENZO_10                PINTO_10                        6,000.00
22346011 LORENZO_11                PINTO_11                        6,000.00
22346012 LORENZO_12                PINTO_12                        6,000.00
22346013 LORENZO_13                PINTO_13                        6,000.00
22346014 LORENZO_14                PINTO_14                        6,000.00
22346015 LORENZO_15                PINTO_15                        4,200.00
22346016 LORENZO_16                PINTO_16                        6,000.00
22346017 LORENZO_17                PINTO_17                        6,000.00
22346018 LORENZO_18                PINTO_18                        6,000.00
22346019 LORENZO_19                PINTO_19                        6,000.00
22346020 LORENZO_20                PINTO_20                        6,000.00
22346021 LORENZO_21                PINTO_21                        6,000.00
22346022 LORENZO_22                PINTO_22                        6,000.00
22346023 LORENZO_23                PINTO_23                        6,000.00
22346024 LORENZO_24                PINTO_24                        6,000.00
22346025 LORENZO_25                PINTO_25                        4,200.00
22346026 LORENZO_26                PINTO_26                        6,000.00
22346027 LORENZO_27                PINTO_27                        6,000.00
22346028 LORENZO_28                PINTO_28                        6,000.00
22346029 LORENZO_29                PINTO_29                        6,000.00
22346030 LORENZO_30                PINTO_30                        6,000.00
22346031 LORENZO_31                PINTO_31                        6,000.00
22346032 LORENZO_32                PINTO_32                        6,000.00
22346033 LORENZO_33                PINTO_33                        6,000.00
22346034 LORENZO_34                PINTO_34                        6,000.00
22346035 LORENZO_35                PINTO_35                        4,200.00
22346036 LORENZO_36                PINTO_36                        6,000.00
22346037 LORENZO_37                PINTO_37                        6,000.00
22346038 LORENZO_38                PINTO_38                        6,000.00
22346039 LORENZO_39                PINTO_39                        6,000.00
22346040 LORENZO_40                PINTO_40                        6,000.00
22346041 LORENZO_41                PINTO_41                        6,000.00
22346042 LORENZO_42                PINTO_42                        6,000.00
22346043 LORENZO_43                PINTO_43                        6,000.00
22346044 LORENZO_44                PINTO_44                        6,000.00
22346045 LORENZO_45                PINTO_45                        4,200.00
22346046 LORENZO_46                PINTO_46                        6,000.00
22346047 LORENZO_47                PINTO_47                        6,000.00
22346048 LORENZO_48                PINTO_48                        6,000.00
22346049 LORENZO_49                PINTO_49                        6,000.00
22346050 LORENZO_50                PINTO_50                        6,000.00
22346051 LORENZO_51                PINTO_51                        6,000.00
22346052 LORENZO_52                PINTO_52                        6,000.00
22346053 LORENZO_53                PINTO_53                        6,000.00
22346054 LORENZO_54                PINTO_54                        6,000.00
22346055 LORENZO_55                PINTO_55                        4,200.00
22346056 LORENZO_56                PINTO_56                        6,000.00
22346057 LORENZO_57                PINTO_57                        6,000.00
22346058 LORENZO_58                PINTO_58                        6,000.00
22346059 LORENZO_59                PINTO_59                        6,000.00
22346060 LORENZO_60                PINTO_60                        6,000.00
22346061 LORENZO_61                PINTO_61                        6,000.00
22346062 LORENZO_62                PINTO_62                        6,000.00
22346063 LORENZO_63                PINTO_63                        6,000.00
22346064 LORENZO_64                PINTO_64                        6,000.00
22346065 LORENZO_65                PINTO_65                        4,200.00
22346066 LORENZO_66                PINTO_66                        6,000.00
22346067 LORENZO_67                PINTO_67                        6,000.00
22346068 LORENZO_68                PINTO_68                        6,000.00
22346069 LORENZO_69                PINTO_69                        6,000.00
22346070 LORENZO_70                PINTO_70                        6,000.00
22346071 LORENZO_71                PINTO_71                        6,000.00
22346072 LORENZO_72                PINTO_72                        6,000.00
22346073 LORENZO_73                PINTO_73                        6,000.00
22346074 LORENZO_74                PINTO_74                        6,000.00
22346075 LORENZO_75                PINTO_75                        4,200.00
22346076 LORENZO_76                PINTO_76                        6,000.00
22346077 LORENZO_77                PINTO_77                        6,000.00
22346078 LORENZO_78                PINTO_78                        6,000.00
22346079 LORENZO_79                PINTO_79                        6,000.00
22346080 LORENZO_80                PINTO_80                        6,000.00
22346081 LORENZO_81                PINTO_81                        6,000.00
22346082 LORENZO_82                PINTO_82                        6,000.00
22346083 LORENZO_83                PINTO_83                        6,000.00
22346084 LORENZO_84                PINTO_84                        6,000.00
22346085 LORENZO_85                PINTO_85                        4,200.00
22346086 LORENZO_86                PINTO_86                        6,000.00
22346087 LORENZO_87                PINTO_87                        6,000.00
22346088 LORENZO_88                PINTO_88                        6,000.00
22346089 LORENZO_89                PINTO_89                        6,000.00
22346090 LORENZO_90                PINTO_90                        6,000.00
22346091 LORENZO_91                PINTO_91                        6,000.00
22346092 LORENZO_92                PINTO_92                        6,000.00
22346093 LORENZO_93                PINTO_93                        6,000.00
22346094 LORENZO_94                PINTO_94                        6,000.00
22346095 LORENZO_95                PINTO_95                        4,200.00
22346096 LORENZO_96                PINTO_96                        6,000.00
22346097 LORENZO_97                PINTO_97                        6,000.00
22346098 LORENZO_98                PINTO_98                        6,000.00
22346099 LORENZO_99                PINTO_99                        6,000.00
22346100 LORENZO_100               PINTO_100                       6,000.00
22346102 Alison                    Carrion                             0.00
22346103 Fabian                    Mera                            1,000.00
22346104 kevinvalle                valle escobar                       0.00
22346106 Franklin                  Escobar                             0.00
22346108 franklin                  escobar                             0.00
22346111 Patricio                  Mejia                             271.58
------------------------------------------------------------------------------------------------------------------------------------
  CUENTAS ACTIVAS: 000210  SALDO TOTAL: 000288023754
