     REPORTE CLIENTES NUEVOS - PERIODO:

ID       NOMBRE                   APELLIDO                  FECHA-ALTA SALDO
22346044 LORENZO_44                PINTO_44                  2026-05-18       6,000.00
22346045 LORENZO_45                PINTO_45                  2026-05-18       6,000.00
22346046 LORENZO_46                PINTO_46                  2026-05-18       6,000.00
22346047 LORENZO_47                PINTO_47                  2026-05-18       6,000.00
22346048 LORENZO_48                PINTO_48                  2026-05-18       6,000.00
22346049 LORENZO_49                PINTO_49                  2026-05-18       6,000.00
22346050 LORENZO_50                PINTO_50                  2026-05-18       6,000.00
22346051 LORENZO_51                PINTO_51                  2026-05-18       6,000.00
22346052 LORENZO_52                PINTO_52                  2026-05-18       6,000.00
22346053 LORENZO_53                PINTO_53                  2026-05-18       6,000.00
22346054 LORENZO_54                PINTO_54                  2026-05-18       6,000.00
22346055 LORENZO_55                PINTO_55                  2026-05-18       6,000.00
22346056 LORENZO_56                PINTO_56                  2026-05-18       6,000.00
22346057 LORENZO_57                PINTO_57                  2026-05-18       6,000.00
22346058 LORENZO_58                PINTO_58                  2026-05-18       6,000.00
22346059 LORENZO_59                PINTO_59                  2026-05-18       6,000.00
22346060 LORENZO_60                PINTO_60                  2026-05-18       6,000.00
22346061 LORENZO_61                PINTO_61                  2026-05-18       6,000.00
22346062 LORENZO_62                PINTO_62                  2026-05-18       6,000.00
22346063 LORENZO_63                PINTO_63                  2026-05-18       6,000.00
22346064 LORENZO_64                PINTO_64                  2026-05-18       6,000.00
22346065 LORENZO_65                PINTO_65                  2026-05-18       6,000.00
22346066 LORENZO_66                PINTO_66                  2026-05-18       6,000.00
22346067 LORENZO_67                PINTO_67                  2026-05-18       6,000.00
22346068 LORENZO_68                PINTO_68                  2026-05-18       6,000.00
22346069 LORENZO_69                PINTO_69                  2026-05-18       6,000.00
22346070 LORENZO_70                PINTO_70                  2026-05-18       6,000.00
22346071 LORENZO_71                PINTO_71                  2026-05-18       6,000.00
22346072 LORENZO_72                PINTO_72                  2026-05-18       6,000.00
22346073 LORENZO_73                PINTO_73                  2026-05-18       6,000.00
22346074 LORENZO_74                PINTO_74                  2026-05-18       6,000.00
22346075 LORENZO_75                PINTO_75                  2026-05-18       6,000.00
22346076 LORENZO_76                PINTO_76                  2026-05-18       6,000.00
22346077 LORENZO_77                PINTO_77                  2026-05-18       6,000.00
22346078 LORENZO_78                PINTO_78                  2026-05-18       6,000.00
22346079 LORENZO_79                PINTO_79                  2026-05-18       6,000.00
22346080 LORENZO_80                PINTO_80                  2026-05-18       6,000.00
22346081 LORENZO_81                PINTO_81                  2026-05-18       6,000.00
22346082 LORENZO_82                PINTO_82                  2026-05-18       6,000.00
22346083 LORENZO_83                PINTO_83                  2026-05-18       6,000.00
22346084 LORENZO_84                PINTO_84                  2026-05-18       6,000.00
22346085 LORENZO_85                PINTO_85                  2026-05-18       6,000.00
22346086 LORENZO_86                PINTO_86                  2026-05-18       6,000.00
22346087 LORENZO_87                PINTO_87                  2026-05-18       6,000.00
22346088 LORENZO_88                PINTO_88                  2026-05-18       6,000.00
22346089 LORENZO_89                PINTO_89                  2026-05-18       6,000.00
22346090 LORENZO_90                PINTO_90                  2026-05-18       6,000.00
22346091 LORENZO_91                PINTO_91                  2026-05-18       6,000.00
22346092 LORENZO_92                PINTO_92                  2026-05-18       6,000.00
22346093 LORENZO_93                PINTO_93                  2026-05-18       6,000.00
22346094 LORENZO_94                PINTO_94                  2026-05-18       6,000.00
22346095 LORENZO_95                PINTO_95                  2026-05-18       6,000.00
22346096 LORENZO_96                PINTO_96                  2026-05-18       6,000.00
22346097 LORENZO_97                PINTO_97                  2026-05-18       6,000.00
22346098 LORENZO_98                PINTO_98                  2026-05-18       6,000.00
22346099 LORENZO_99                PINTO_99                  2026-05-18       6,000.00
22346100 LORENZO_100               PINTO_100                 2026-05-18       6,000.00
22346101 luis                      rocha                     2026-05-18           0.00
22346102 Alison                    Carrion                   2026-05-18           0.00
22346103 Fabian                    Mera                      2026-05-18           0.00
22346104 kevinvalle                valle escobar             2026-05-18           0.00
22346106 Franklin                  Escobar                   2026-05-19           0.00
22346108 franklin                  escobar                   2026-05-19           0.00
22346111 Patricio                  Mejia                     2026-05-19           0.00
------------------------------------------------------------------------------------------------------------------------------------
  CLIENTES NUEVOS DEL PERIODO: 000107
