22345775 LUIS_75                   4555223400000075       3,000.00           0.00           0.00 A
22345776 LUIS_76                   4555223400000076       3,000.00           0.00           0.00 A
22345777 LUIS_77                   4555223400000077       3,000.00           0.00           0.00 A
22345778 LUIS_78                   4555223400000078       3,000.00           0.00           0.00 A
22345779 LUIS_79                   4555223400000079       3,000.00           0.00           0.00 A
22345780 LUIS_80                   4555223400000080       3,000.00           0.00           0.00 A
22345781 LUIS_81                   4555223400000081       3,000.00           0.00           0.00 A
22345782 LUIS_82                   4555223400000082       3,000.00           0.00           0.00 A
22345783 LUIS_83                   4555223400000083       3,000.00           0.00           0.00 A
22345784 LUIS_84                   4555223400000084       3,000.00           0.00           0.00 A
22345785 LUIS_85                   4555223400000085       3,000.00           0.00           0.00 A
22345786 LUIS_86                   4555223400000086       3,000.00           0.00           0.00 A
22345787 LUIS_87                   4555223400000087       3,000.00           0.00           0.00 A
22345788 LUIS_88                   4555223400000088       3,000.00           0.00           0.00 A
22345789 LUIS_89                   4555223400000089       3,000.00           0.00           0.00 A
22345790 LUIS_90                   4555223400000090       3,000.00           0.00           0.00 A
22345791 LUIS_91                   4555223400000091       3,000.00           0.00           0.00 A
22345792 LUIS_92                   4555223400000092       3,000.00           0.00           0.00 A
22345793 LUIS_93                   4555223400000093       3,000.00           0.00           0.00 A
22345794 LUIS_94                   4555223400000094       3,000.00           0.00           0.00 A
22345795 LUIS_95                   4555223400000095       3,000.00           0.00           0.00 A
22345796 LUIS_96                   4555223400000096       3,000.00           0.00           0.00 A
22345797 LUIS_97                   4555223400000097       3,000.00           0.00           0.00 A
22345798 LUIS_98                   4555223400000098       3,000.00           0.00           0.00 A
22345799 LUIS_99                   4555223400000099       3,000.00           0.00           0.00 A
22345800 LUIS_100                  4555223400000100       3,000.00           0.00           0.00 A
22346001 LORENZO_1                 4555333300000001       4,000.00           0.00           0.00 A
22346002 LORENZO_2                 4555333300000002       4,000.00           0.00           0.00 A
22346003 LORENZO_3                 4555333300000003       4,000.00           0.00           0.00 A
22346004 LORENZO_4                 4555333300000004       4,000.00           0.00           0.00 A
22346005 LORENZO_5                 4555333300000005       4,000.00           0.00           0.00 A
22346006 LORENZO_6                 4555333300000006       4,000.00           0.00           0.00 A
22346007 LORENZO_7                 4555333300000007       4,000.00           0.00           0.00 A
22346008 LORENZO_8                 4555333300000008       4,000.00           0.00           0.00 A
22346009 LORENZO_9                 4555333300000009       4,000.00           0.00           0.00 A
22346010 LORENZO_10                4555333300000010       4,000.00           0.00           0.00 A
22346011 LORENZO_11                4555333300000011       4,000.00           0.00           0.00 A
22346012 LORENZO_12                4555333300000012       4,000.00           0.00           0.00 A
22346013 LORENZO_13                4555333300000013       4,000.00           0.00           0.00 A
22346014 LORENZO_14                4555333300000014       4,000.00           0.00           0.00 A
22346015 LORENZO_15                4555333300000015       4,000.00           0.00           0.00 A
22346016 LORENZO_16                4555333300000016       4,000.00           0.00           0.00 A
22346017 LORENZO_17                4555333300000017       4,000.00           0.00           0.00 A
22346018 LORENZO_18                4555333300000018       4,000.00           0.00           0.00 A
22346019 LORENZO_19                4555333300000019       4,000.00           0.00           0.00 A
22346020 LORENZO_20                4555333300000020       4,000.00           0.00           0.00 A
22346021 LORENZO_21                4555333300000021       4,000.00           0.00           0.00 A
22346022 LORENZO_22                4555333300000022       4,000.00           0.00           0.00 A
22346023 LORENZO_23                4555333300000023       4,000.00           0.00           0.00 A
22346024 LORENZO_24                4555333300000024       4,000.00           0.00           0.00 A
22346025 LORENZO_25                4555333300000025       4,000.00           0.00           0.00 A
22346026 LORENZO_26                4555333300000026       4,000.00           0.00           0.00 A
22346027 LORENZO_27                4555333300000027       4,000.00           0.00           0.00 A
22346028 LORENZO_28                4555333300000028       4,000.00           0.00           0.00 A
22346029 LORENZO_29                4555333300000029       4,000.00           0.00           0.00 A
22346030 LORENZO_30                4555333300000030       4,000.00           0.00           0.00 A
22346031 LORENZO_31                4555333300000031       4,000.00           0.00           0.00 A
22346032 LORENZO_32                4555333300000032       4,000.00           0.00           0.00 A
22346033 LORENZO_33                4555333300000033       4,000.00           0.00           0.00 A
22346034 LORENZO_34                4555333300000034       4,000.00           0.00           0.00 A
22346035 LORENZO_35                4555333300000035       4,000.00           0.00           0.00 A
22346036 LORENZO_36                4555333300000036       4,000.00           0.00           0.00 A
22346037 LORENZO_37                4555333300000037       4,000.00           0.00           0.00 A
22346038 LORENZO_38                4555333300000038       4,000.00           0.00           0.00 A
22346039 LORENZO_39                4555333300000039       4,000.00           0.00           0.00 A
22346040 LORENZO_40                4555333300000040       4,000.00           0.00           0.00 A
22346041 LORENZO_41                4555333300000041       4,000.00           0.00           0.00 A
22346042 LORENZO_42                4555333300000042       4,000.00           0.00           0.00 A
22346043 LORENZO_43                4555333300000043       4,000.00           0.00           0.00 A
22346044 LORENZO_44                4555333300000044       4,000.00           0.00           0.00 A
22346045 LORENZO_45                4555333300000045       4,000.00           0.00           0.00 A
22346046 LORENZO_46                4555333300000046       4,000.00           0.00           0.00 A
22346047 LORENZO_47                4555333300000047       4,000.00           0.00           0.00 A
22346048 LORENZO_48                4555333300000048       4,000.00           0.00           0.00 A
22346049 LORENZO_49                4555333300000049       4,000.00           0.00           0.00 A
22346050 LORENZO_50                4555333300000050       4,000.00           0.00           0.00 A
22346051 LORENZO_51                4555333300000051       4,000.00           0.00           0.00 A
22346052 LORENZO_52                4555333300000052       4,000.00           0.00           0.00 A
22346053 LORENZO_53                4555333300000053       4,000.00           0.00           0.00 A
22346054 LORENZO_54                4555333300000054       4,000.00           0.00           0.00 A
22346055 LORENZO_55                4555333300000055       4,000.00           0.00           0.00 A
22346056 LORENZO_56                4555333300000056       4,000.00           0.00           0.00 A
22346057 LORENZO_57                4555333300000057       4,000.00           0.00           0.00 A
22346058 LORENZO_58                4555333300000058       4,000.00           0.00           0.00 A
22346059 LORENZO_59                4555333300000059       4,000.00           0.00           0.00 A
22346060 LORENZO_60                4555333300000060       4,000.00           0.00           0.00 A
22346061 LORENZO_61                4555333300000061       4,000.00           0.00           0.00 A
22346062 LORENZO_62                4555333300000062       4,000.00           0.00           0.00 A
22346063 LORENZO_63                4555333300000063       4,000.00           0.00           0.00 A
22346064 LORENZO_64                4555333300000064       4,000.00           0.00           0.00 A
22346065 LORENZO_65                4555333300000065       4,000.00           0.00           0.00 A
22346066 LORENZO_66                4555333300000066       4,000.00           0.00           0.00 A
22346067 LORENZO_67                4555333300000067       4,000.00           0.00           0.00 A
22346068 LORENZO_68                4555333300000068       4,000.00           0.00           0.00 A
22346069 LORENZO_69                4555333300000069       4,000.00           0.00           0.00 A
22346070 LORENZO_70                4555333300000070       4,000.00           0.00           0.00 A
22346071 LORENZO_71                4555333300000071       4,000.00           0.00           0.00 A
22346072 LORENZO_72                4555333300000072       4,000.00           0.00           0.00 A
22346073 LORENZO_73                4555333300000073       4,000.00           0.00           0.00 A
22346074 LORENZO_74                4555333300000074       4,000.00           0.00           0.00 A
22346075 LORENZO_75                4555333300000075       4,000.00           0.00           0.00 A
22346076 LORENZO_76                4555333300000076       4,000.00           0.00           0.00 A
22346077 LORENZO_77                4555333300000077       4,000.00           0.00           0.00 A
22346078 LORENZO_78                4555333300000078       4,000.00           0.00           0.00 A
22346079 LORENZO_79                4555333300000079       4,000.00           0.00           0.00 A
22346080 LORENZO_80                4555333300000080       4,000.00           0.00           0.00 A
22346081 LORENZO_81                4555333300000081       4,000.00           0.00           0.00 A
22346082 LORENZO_82                4555333300000082       4,000.00           0.00           0.00 A
22346083 LORENZO_83                4555333300000083       4,000.00           0.00           0.00 A
22346084 LORENZO_84                4555333300000084       4,000.00           0.00           0.00 A
22346085 LORENZO_85                4555333300000085       4,000.00           0.00           0.00 A
22346086 LORENZO_86                4555333300000086       4,000.00           0.00           0.00 A
22346087 LORENZO_87                4555333300000087       4,000.00           0.00           0.00 A
22346088 LORENZO_88                4555333300000088       4,000.00           0.00           0.00 A
22346089 LORENZO_89                4555333300000089       4,000.00           0.00           0.00 A
22346090 LORENZO_90                4555333300000090       4,000.00           0.00           0.00 A
22346091 LORENZO_91                4555333300000091       4,000.00           0.00           0.00 A
22346092 LORENZO_92                4555333300000092       4,000.00           0.00           0.00 A
22346093 LORENZO_93                4555333300000093       4,000.00           0.00           0.00 A
22346094 LORENZO_94                4555333300000094       4,000.00           0.00           0.00 A
22346095 LORENZO_95                4555333300000095       4,000.00           0.00           0.00 A
22346096 LORENZO_96                4555333300000096       4,000.00           0.00           0.00 A
22346097 LORENZO_97                4555333300000097       4,000.00           0.00           0.00 A
22346098 LORENZO_98                4555333300000098       4,000.00           0.00           0.00 A
22346099 LORENZO_99                4555333300000099       4,000.00           0.00           0.00 A
22346100 LORENZO_100               4555333300000100       4,000.00           0.00           0.00 A
22346103 Fabian                    4555223461034431       1,000.00           0.00           0.00 A
22346111 Patricio                  4555223461113031       1,000.00           0.00           0.00 A
------------------------------------------------------------------------------------------------------------------------------------
  TOTAL TARJETAS: 000202  ACUMULADO TOTAL: 000000000000
