000005039 22345739 LUIS_39                           85,000.00         85,000.00   4.2500 ACTIVO
000005040 22345740 LUIS_40                           85,000.00         85,000.00   4.2500 ACTIVO
000005041 22345741 LUIS_41                           85,000.00         85,000.00   4.2500 ACTIVO
000005042 22345742 LUIS_42                           85,000.00         85,000.00   4.2500 ACTIVO
000005043 22345743 LUIS_43                           85,000.00         85,000.00   4.2500 ACTIVO
000005044 22345744 LUIS_44                           85,000.00         85,000.00   4.2500 ACTIVO
000005045 22345745 LUIS_45                           85,000.00         85,000.00   4.2500 ACTIVO
000005046 22345746 LUIS_46                           85,000.00         85,000.00   4.2500 ACTIVO
000005047 22345747 LUIS_47                           85,000.00         85,000.00   4.2500 ACTIVO
000005048 22345748 LUIS_48                           85,000.00         85,000.00   4.2500 ACTIVO
000005049 22345749 LUIS_49                           85,000.00         85,000.00   4.2500 ACTIVO
000005050 22345750 LUIS_50                           85,000.00         85,000.00   4.2500 ACTIVO
000005051 22345751 LUIS_51                           85,000.00         85,000.00   4.2500 ACTIVO
000005052 22345752 LUIS_52                           85,000.00         85,000.00   4.2500 ACTIVO
000005053 22345753 LUIS_53                           85,000.00         85,000.00   4.2500 ACTIVO
000005054 22345754 LUIS_54                           85,000.00         85,000.00   4.2500 ACTIVO
000005055 22345755 LUIS_55                           85,000.00         85,000.00   4.2500 ACTIVO
000005056 22345756 LUIS_56                           85,000.00         85,000.00   4.2500 ACTIVO
000005057 22345757 LUIS_57                           85,000.00         85,000.00   4.2500 ACTIVO
000005058 22345758 LUIS_58                           85,000.00         85,000.00   4.2500 ACTIVO
000005059 22345759 LUIS_59                           85,000.00         85,000.00   4.2500 ACTIVO
000005060 22345760 LUIS_60                           85,000.00         85,000.00   4.2500 ACTIVO
000005061 22345761 LUIS_61                           85,000.00         85,000.00   4.2500 ACTIVO
000005062 22345762 LUIS_62                           85,000.00         85,000.00   4.2500 ACTIVO
000005063 22345763 LUIS_63                           85,000.00         85,000.00   4.2500 ACTIVO
000005064 22345764 LUIS_64                           85,000.00         85,000.00   4.2500 ACTIVO
000005065 22345765 LUIS_65                           85,000.00         85,000.00   4.2500 ACTIVO
000005066 22345766 LUIS_66                           85,000.00         85,000.00   4.2500 ACTIVO
000005067 22345767 LUIS_67                           85,000.00         85,000.00   4.2500 ACTIVO
000005068 22345768 LUIS_68                           85,000.00         85,000.00   4.2500 ACTIVO
000005069 22345769 LUIS_69                           85,000.00         85,000.00   4.2500 ACTIVO
000005070 22345770 LUIS_70                           85,000.00         85,000.00   4.2500 ACTIVO
000005071 22345771 LUIS_71                           85,000.00         85,000.00   4.2500 ACTIVO
000005072 22345772 LUIS_72                           85,000.00         85,000.00   4.2500 ACTIVO
000005073 22345773 LUIS_73                           85,000.00         85,000.00   4.2500 ACTIVO
000005074 22345774 LUIS_74                           85,000.00         85,000.00   4.2500 ACTIVO
000005075 22345775 LUIS_75                           85,000.00         85,000.00   4.2500 ACTIVO
000005076 22345776 LUIS_76                           85,000.00         85,000.00   4.2500 ACTIVO
000005077 22345777 LUIS_77                           85,000.00         85,000.00   4.2500 ACTIVO
000005078 22345778 LUIS_78                           85,000.00         85,000.00   4.2500 ACTIVO
000005079 22345779 LUIS_79                           85,000.00         85,000.00   4.2500 ACTIVO
000005080 22345780 LUIS_80                           85,000.00         85,000.00   4.2500 ACTIVO
000005081 22345781 LUIS_81                           85,000.00         85,000.00   4.2500 ACTIVO
000005082 22345782 LUIS_82                           85,000.00         85,000.00   4.2500 ACTIVO
000005083 22345783 LUIS_83                           85,000.00         85,000.00   4.2500 ACTIVO
000005084 22345784 LUIS_84                           85,000.00         85,000.00   4.2500 ACTIVO
000005085 22345785 LUIS_85                           85,000.00         85,000.00   4.2500 ACTIVO
000005086 22345786 LUIS_86                           85,000.00         85,000.00   4.2500 ACTIVO
000005087 22345787 LUIS_87                           85,000.00         85,000.00   4.2500 ACTIVO
000005088 22345788 LUIS_88                           85,000.00         85,000.00   4.2500 ACTIVO
000005089 22345789 LUIS_89                           85,000.00         85,000.00   4.2500 ACTIVO
000005090 22345790 LUIS_90                           85,000.00         85,000.00   4.2500 ACTIVO
000005091 22345791 LUIS_91                           85,000.00         85,000.00   4.2500 ACTIVO
000005092 22345792 LUIS_92                           85,000.00         85,000.00   4.2500 ACTIVO
000005093 22345793 LUIS_93                           85,000.00         85,000.00   4.2500 ACTIVO
000005094 22345794 LUIS_94                           85,000.00         85,000.00   4.2500 ACTIVO
000005095 22345795 LUIS_95                           85,000.00         85,000.00   4.2500 ACTIVO
000005096 22345796 LUIS_96                           85,000.00         85,000.00   4.2500 ACTIVO
000005097 22345797 LUIS_97                           85,000.00         85,000.00   4.2500 ACTIVO
000005098 22345798 LUIS_98                           85,000.00         85,000.00   4.2500 ACTIVO
000005099 22345799 LUIS_99                           85,000.00         85,000.00   4.2500 ACTIVO
000005100 22345800 LUIS_100                          85,000.00         85,000.00   4.2500 ACTIVO
000007001 22346001 LORENZO_1                         95,000.00         95,000.00   4.3500 ACTIVO
000007002 22346002 LORENZO_2                         95,000.00         95,000.00   4.3500 ACTIVO
000007003 22346003 LORENZO_3                         95,000.00         95,000.00   4.3500 ACTIVO
000007004 22346004 LORENZO_4                         95,000.00         95,000.00   4.3500 ACTIVO
000007005 22346005 LORENZO_5                         95,000.00         95,000.00   4.3500 ACTIVO
000007006 22346006 LORENZO_6                         95,000.00         95,000.00   4.3500 ACTIVO
000007007 22346007 LORENZO_7                         95,000.00         95,000.00   4.3500 ACTIVO
000007008 22346008 LORENZO_8                         95,000.00         95,000.00   4.3500 ACTIVO
000007009 22346009 LORENZO_9                         95,000.00         95,000.00   4.3500 ACTIVO
000007010 22346010 LORENZO_10                        95,000.00         95,000.00   4.3500 ACTIVO
000007011 22346011 LORENZO_11                        95,000.00         95,000.00   4.3500 ACTIVO
000007012 22346012 LORENZO_12                        95,000.00         95,000.00   4.3500 ACTIVO
000007013 22346013 LORENZO_13                        95,000.00         95,000.00   4.3500 ACTIVO
000007014 22346014 LORENZO_14                        95,000.00         95,000.00   4.3500 ACTIVO
000007015 22346015 LORENZO_15                        95,000.00         95,000.00   4.3500 ACTIVO
000007016 22346016 LORENZO_16                        95,000.00         95,000.00   4.3500 ACTIVO
000007017 22346017 LORENZO_17                        95,000.00         95,000.00   4.3500 ACTIVO
000007018 22346018 LORENZO_18                        95,000.00         95,000.00   4.3500 ACTIVO
000007019 22346019 LORENZO_19                        95,000.00         95,000.00   4.3500 ACTIVO
000007020 22346020 LORENZO_20                        95,000.00         95,000.00   4.3500 ACTIVO
000007021 22346021 LORENZO_21                        95,000.00         95,000.00   4.3500 ACTIVO
000007022 22346022 LORENZO_22                        95,000.00         95,000.00   4.3500 ACTIVO
000007023 22346023 LORENZO_23                        95,000.00         95,000.00   4.3500 ACTIVO
000007024 22346024 LORENZO_24                        95,000.00         95,000.00   4.3500 ACTIVO
000007025 22346025 LORENZO_25                        95,000.00         95,000.00   4.3500 ACTIVO
000007026 22346026 LORENZO_26                        95,000.00         95,000.00   4.3500 ACTIVO
000007027 22346027 LORENZO_27                        95,000.00         95,000.00   4.3500 ACTIVO
000007028 22346028 LORENZO_28                        95,000.00         95,000.00   4.3500 ACTIVO
000007029 22346029 LORENZO_29                        95,000.00         95,000.00   4.3500 ACTIVO
000007030 22346030 LORENZO_30                        95,000.00         95,000.00   4.3500 ACTIVO
000007031 22346031 LORENZO_31                        95,000.00         95,000.00   4.3500 ACTIVO
000007032 22346032 LORENZO_32                        95,000.00         95,000.00   4.3500 ACTIVO
000007033 22346033 LORENZO_33                        95,000.00         95,000.00   4.3500 ACTIVO
000007034 22346034 LORENZO_34                        95,000.00         95,000.00   4.3500 ACTIVO
000007035 22346035 LORENZO_35                        95,000.00         95,000.00   4.3500 ACTIVO
000007036 22346036 LORENZO_36                        95,000.00         95,000.00   4.3500 ACTIVO
000007037 22346037 LORENZO_37                        95,000.00         95,000.00   4.3500 ACTIVO
000007038 22346038 LORENZO_38                        95,000.00         95,000.00   4.3500 ACTIVO
000007039 22346039 LORENZO_39                        95,000.00         95,000.00   4.3500 ACTIVO
000007040 22346040 LORENZO_40                        95,000.00         95,000.00   4.3500 ACTIVO
000007041 22346041 LORENZO_41                        95,000.00         95,000.00   4.3500 ACTIVO
000007042 22346042 LORENZO_42                        95,000.00         95,000.00   4.3500 ACTIVO
000007043 22346043 LORENZO_43                        95,000.00         95,000.00   4.3500 ACTIVO
000007044 22346044 LORENZO_44                        95,000.00         95,000.00   4.3500 ACTIVO
000007045 22346045 LORENZO_45                        95,000.00         95,000.00   4.3500 ACTIVO
000007046 22346046 LORENZO_46                        95,000.00         95,000.00   4.3500 ACTIVO
000007047 22346047 LORENZO_47                        95,000.00         95,000.00   4.3500 ACTIVO
000007048 22346048 LORENZO_48                        95,000.00         95,000.00   4.3500 ACTIVO
000007049 22346049 LORENZO_49                        95,000.00         95,000.00   4.3500 ACTIVO
000007050 22346050 LORENZO_50                        95,000.00         95,000.00   4.3500 ACTIVO
000007051 22346051 LORENZO_51                        95,000.00         95,000.00   4.3500 ACTIVO
000007052 22346052 LORENZO_52                        95,000.00         95,000.00   4.3500 ACTIVO
000007053 22346053 LORENZO_53                        95,000.00         95,000.00   4.3500 ACTIVO
000007054 22346054 LORENZO_54                        95,000.00         95,000.00   4.3500 ACTIVO
000007055 22346055 LORENZO_55                        95,000.00         95,000.00   4.3500 ACTIVO
000007056 22346056 LORENZO_56                        95,000.00         95,000.00   4.3500 ACTIVO
000007057 22346057 LORENZO_57                        95,000.00         95,000.00   4.3500 ACTIVO
000007058 22346058 LORENZO_58                        95,000.00         95,000.00   4.3500 ACTIVO
000007059 22346059 LORENZO_59                        95,000.00         95,000.00   4.3500 ACTIVO
000007060 22346060 LORENZO_60                        95,000.00         95,000.00   4.3500 ACTIVO
000007061 22346061 LORENZO_61                        95,000.00         95,000.00   4.3500 ACTIVO
000007062 22346062 LORENZO_62                        95,000.00         95,000.00   4.3500 ACTIVO
000007063 22346063 LORENZO_63                        95,000.00         95,000.00   4.3500 ACTIVO
000007064 22346064 LORENZO_64                        95,000.00         95,000.00   4.3500 ACTIVO
000007065 22346065 LORENZO_65                        95,000.00         95,000.00   4.3500 ACTIVO
000007066 22346066 LORENZO_66                        95,000.00         95,000.00   4.3500 ACTIVO
000007067 22346067 LORENZO_67                        95,000.00         95,000.00   4.3500 ACTIVO
000007068 22346068 LORENZO_68                        95,000.00         95,000.00   4.3500 ACTIVO
000007069 22346069 LORENZO_69                        95,000.00         95,000.00   4.3500 ACTIVO
000007070 22346070 LORENZO_70                        95,000.00         95,000.00   4.3500 ACTIVO
000007071 22346071 LORENZO_71                        95,000.00         95,000.00   4.3500 ACTIVO
000007072 22346072 LORENZO_72                        95,000.00         95,000.00   4.3500 ACTIVO
000007073 22346073 LORENZO_73                        95,000.00         95,000.00   4.3500 ACTIVO
000007074 22346074 LORENZO_74                        95,000.00         95,000.00   4.3500 ACTIVO
000007075 22346075 LORENZO_75                        95,000.00         95,000.00   4.3500 ACTIVO
000007076 22346076 LORENZO_76                        95,000.00         95,000.00   4.3500 ACTIVO
000007077 22346077 LORENZO_77                        95,000.00         95,000.00   4.3500 ACTIVO
000007078 22346078 LORENZO_78                        95,000.00         95,000.00   4.3500 ACTIVO
000007079 22346079 LORENZO_79                        95,000.00         95,000.00   4.3500 ACTIVO
000007080 22346080 LORENZO_80                        95,000.00         95,000.00   4.3500 ACTIVO
000007081 22346081 LORENZO_81                        95,000.00         95,000.00   4.3500 ACTIVO
000007082 22346082 LORENZO_82                        95,000.00         95,000.00   4.3500 ACTIVO
000007083 22346083 LORENZO_83                        95,000.00         95,000.00   4.3500 ACTIVO
000007084 22346084 LORENZO_84                        95,000.00         95,000.00   4.3500 ACTIVO
000007085 22346085 LORENZO_85                        95,000.00         95,000.00   4.3500 ACTIVO
000007086 22346086 LORENZO_86                        95,000.00         95,000.00   4.3500 ACTIVO
000007087 22346087 LORENZO_87                        95,000.00         95,000.00   4.3500 ACTIVO
000007088 22346088 LORENZO_88                        95,000.00         95,000.00   4.3500 ACTIVO
000007089 22346089 LORENZO_89                        95,000.00         95,000.00   4.3500 ACTIVO
000007090 22346090 LORENZO_90                        95,000.00         95,000.00   4.3500 ACTIVO
000007091 22346091 LORENZO_91                        95,000.00         95,000.00   4.3500 ACTIVO
000007092 22346092 LORENZO_92                        95,000.00         95,000.00   4.3500 ACTIVO
000007093 22346093 LORENZO_93                        95,000.00         95,000.00   4.3500 ACTIVO
000007094 22346094 LORENZO_94                        95,000.00         95,000.00   4.3500 ACTIVO
000007095 22346095 LORENZO_95                        95,000.00         95,000.00   4.3500 ACTIVO
000007096 22346096 LORENZO_96                        95,000.00         95,000.00   4.3500 ACTIVO
000007097 22346097 LORENZO_97                        95,000.00         95,000.00   4.3500 ACTIVO
000007098 22346098 LORENZO_98                        95,000.00         95,000.00   4.3500 ACTIVO
000007099 22346099 LORENZO_99                        95,000.00         95,000.00   4.3500 ACTIVO
000007100 22346100 LORENZO_100                       95,000.00         95,000.00   4.3500 ACTIVO
000000017 22346111 Patricio                           5,000.00          4,771.58   9.0000 ACTIVO
------------------------------------------------------------------------------------------------------------------------------------
  TOTAL HIPOTECAS: 000203  SALDO TOTAL: 000001803279024
